Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,_true_binary,_true_category
21.0,8650873.0,9.0,15.0,103.0,188.0,23.0,0.0,11.444445,9.098229,34.0,0.0,12.533334,14.54975,33.63822,2.7742865,376124.9,980939.6,3204757.0,3.0,5404137.0,675517.1,1251233.0,2836530.0,3.0,8650800.0,617914.3,1211414.9,3204757.0,4.0,0.0,0.0,0.0,0.0,296.0,488.0,1.0403575,1.733929,0.0,34.0,11.64,12.539537,157.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.125,11.444445,12.533334,0.0,0.0,0.0,0.0,0.0,0.0,9.0,103.0,15.0,188.0,29200.0,227.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
80.0,5033713.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79464203,1677904.4,2905457.8,5032838.0,125.0,5033713.0,2516856.5,3558135.2,5032838.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.59598154,0.19866051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
21.0,8979876.0,9.0,15.0,125.0,188.0,30.0,0.0,13.888889,12.025436,34.0,0.0,12.533334,14.54975,34.855717,2.6726427,390429.4,1016173.4,3139104.0,3.0,5797160.0,724645.0,1344310.6,3098623.0,49.0,8979746.0,641410.44,1254648.4,3139104.0,3.0,0.0,0.0,0.0,0.0,296.0,488.0,1.002241,1.6704017,0.0,34.0,12.52,13.376348,178.92667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.041667,13.888889,12.533334,0.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0,15.0,188.0,29200.0,227.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
80.0,3810480.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.873024,1.3121706,952620.0,1903899.4,3808469.0,3.0,3810480.0,952620.0,1903899.4,3808469.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.3121706,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,4319907.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.944594,1.1574323,1079976.8,2157274.5,4315888.0,3.0,4319907.0,1079976.8,2157274.5,4315888.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.1574323,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,25600.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,7300.0,0.0,2321.4,3346.364,454414.06,312.5,3657.1428,8636.833,23187.0,53.0,1982.0,991.0,1310.976,1918.0,64.0,25547.0,6386.75,11232.982,23187.0,169.0,0.0,0.0,0.0,0.0,72.0,112.0,117.1875,195.3125,0.0,7300.0,1292.5555,2662.265,7087654.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666667,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
21.0,4.0,2.0,0.0,14.0,0.0,14.0,0.0,7.0,9.899495,0.0,0.0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,0.0,500000.0,0.0,0.0,14.0,9.333333,8.082904,65.333336,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,229.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
80.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,dos
22.0,106.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18867.924,106.0,0.0,106.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,9433.962,9433.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,259.0,247.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,brute_force
80.0,6479868.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.629724,0.77162063,1619967.0,3239196.0,6478761.0,258.0,6479868.0,1619967.0,3239196.0,6478761.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.77162063,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1107.0,0.0,1107.0,1107.0,6478761.0,0.0,6478761.0,6478761.0,attack,ddos
80.0,4030921.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.4424677,1.2404113,1007730.25,2014120.8,4028911.0,1.0,4030921.0,1007730.25,2014120.8,4028911.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.2404113,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,11255578.0,5.0,4.0,537.0,3525.0,537.0,0.0,107.4,240.1537,3525.0,0.0,881.25,1762.5,360.88773,0.7996035,1406947.2,2625594.2,6249700.0,15.0,6252232.0,1563058.0,3125408.0,6251170.0,223.0,11300000.0,3751854.2,3307509.8,6249700.0,893.0,0.0,0.0,0.0,0.0,168.0,136.0,0.44422418,0.35537934,0.0,3525.0,406.2,1108.7535,1229334.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,451.33334,107.4,881.25,0.0,0.0,0.0,0.0,0.0,0.0,5.0,537.0,4.0,3525.0,29200.0,235.0,1.0,32.0,908.0,0.0,908.0,908.0,6249700.0,0.0,6249700.0,6249700.0,attack,dos
80.0,1143542.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,1934.5,2177.345,10172.779,7.8702836,142942.75,403851.06,1142423.0,3.0,973.0,486.5,299.10617,698.0,275.0,1143467.0,228693.4,510790.53,1142423.0,3.0,0.0,0.0,0.0,0.0,72.0,132.0,2.6234279,5.2468557,0.0,4380.0,1163.3,1903.9626,3625073.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1292.5555,8.666667,1934.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
57435.0,4.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,500000.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,360.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,benign
80.0,34158876.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058549937,34200000.0,0.0,34200000.0,34200000.0,34200000.0,34200000.0,0.0,34200000.0,34200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.058549937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,410.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,34200000.0,0.0,34200000.0,34200000.0,attack,dos
16016.0,62.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,129032.26,32258.064,62.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,16129.032,16129.032,2.0,6.0,3.3333333,2.309401,5.3333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
1061.0,41.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,195121.95,48780.49,41.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,24390.244,24390.244,2.0,6.0,3.3333333,2.309401,5.3333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,probe
80.0,117866980.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016968282,118000000.0,0.0,118000000.0,118000000.0,118000000.0,118000000.0,0.0,118000000.0,118000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.016968282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,410.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,118000000.0,0.0,118000000.0,118000000.0,attack,dos
80.0,32962080.0,203.0,104.0,43951.0,72190.0,602.0,0.0,216.50739,228.65117,1068.0,0.0,694.13464,362.62296,3523.4731,9.313733,107719.22,272011.66,1273601.0,4.0,33000000.0,163166.22,321299.12,1273601.0,899.0,33000000.0,320018.8,417722.12,1274421.0,4.0,0.0,0.0,0.0,0.0,6504.0,3336.0,6.1585917,3.1551406,0.0,1068.0,377.08118,360.67062,130083.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,378.30945,216.50739,694.13464,0.0,0.0,0.0,0.0,0.0,0.0,203.0,43951.0,104.0,72190.0,29200.0,1174.0,101.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
443.0,30560732.0,11.0,12.0,1047.0,3224.0,517.0,0.0,95.181816,192.7308,1460.0,0.0,268.66666,545.8202,139.7545,0.7525998,1389124.1,3491857.0,10000000.0,3.0,20600000.0,2062279.0,4203484.5,10100000.0,4.0,30500000.0,2776066.2,4642881.5,10100000.0,3.0,0.0,0.0,0.0,0.0,240.0,252.0,0.359939,0.39266077,0.0,1460.0,177.95833,409.36563,167580.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,185.69565,95.181816,268.66666,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1047.0,12.0,3224.0,29200.0,62.0,3.0,20.0,213603.0,292430.22,551272.0,44367.0,9973307.0,71135.61,10000000.0,9892769.0,normal,benign
123.0,116.0,2.0,2.0,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1655172.4,34482.758,38.666668,60.912506,109.0,3.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,40.0,17241.379,17241.379,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,96.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,benign
80.0,848045.0,3.0,5.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,2320.2,2436.833,13710.357,9.433462,121149.29,316144.2,838056.0,63.0,9648.0,4824.0,6383.7603,9338.0,310.0,847920.0,211980.0,417407.94,838056.0,63.0,0.0,0.0,0.0,0.0,72.0,112.0,3.537548,5.8959136,0.0,5840.0,1291.8889,2110.9507,4456113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1453.375,8.666667,2320.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,ddos
80.0,158472.0,3.0,6.0,373.0,11595.0,373.0,0.0,124.333336,215.35165,4344.0,0.0,1932.5,1754.8314,75521.23,56.792366,19809.0,44269.3,128080.0,48.0,30006.0,15003.0,2811.4565,16991.0,13015.0,158322.0,31664.4,55426.844,128080.0,48.0,0.0,0.0,0.0,0.0,104.0,200.0,18.93079,37.86158,0.0,4344.0,1196.8,1620.0251,2624481.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1329.7778,124.333336,1932.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,373.0,6.0,11595.0,29200.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,dos
80.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,25000.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,271.0,253.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,web_attack
8080.0,75174.0,4.0,3.0,206.0,134.0,194.0,0.0,51.5,95.0421,128.0,0.0,44.666668,72.23111,4522.8403,93.1173,12529.0,29595.293,72936.0,49.0,75174.0,25058.0,42739.66,74408.0,49.0,73573.0,36786.5,51123.113,72936.0,637.0,0.0,0.0,0.0,0.0,92.0,72.0,53.209885,39.907413,0.0,194.0,42.5,75.28802,5668.2856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.57143,51.5,44.666668,0.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attack,botnet
80.0,3535302.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6971676,707060.4,976088.0,2024199.0,46.0,1511103.0,755551.5,1035231.9,1487571.0,23532.0,3511831.0,1755915.5,379475.22,2024245.0,1487586.0,0.0,0.0,0.0,0.0,104.0,112.0,0.8485838,0.8485838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,29200.0,29.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,benign
